9692684	http://rs.tdwg.org/dwc/terms/associatedTaxa 
 342788	http://purl.org/NET/aec/associatedTaxa
 255791	http://rs.tdwg.org/dwc/terms/habitat
 156144	http://rs.tdwg.org/dwc/terms/associatedOccurrences
 154925	http://rs.tdwg.org/dwc/terms/dynamicProperties
  58367	http://rs.tdwg.org/dwc/terms/occurrenceRemarks
  36734	http://rs.tdwg.org/dwc/terms/ResourceRelationship
   8582	http://rs.gbif.org/terms/1.0/Reference
    677	http://rs.tdwg.org/dwc/terms/ResourceRelationship
